accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,WN0002EKL,appuriverifierdaily,true,true,\Microsoft\Windows\ApplicationData\appuriverifierdaily
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running  the task will not run,Microsoft Corporation,,,,WN0002EKL,ResolutionHost,,,\Microsoft\Windows\WDI\ResolutionHost
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task performs a scheduled Windows Update scan.,Microsoft Corporation,The file is signed and the signature was verified.,StartScan,%systemroot%\system32\usoclient.exe,WN0002EKL,Schedule Scan,true,true,\Microsoft\Windows\UpdateOrchestrator\Schedule Scan
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space.,Microsoft Corporation,The file is signed and the signature was verified.,/autoclean /d %systemdrive%,%windir%\system32\cleanmgr.exe,WN0002EKL,SilentCleanup,true,true,\Microsoft\Windows\DiskCleanup\SilentCleanup
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task downloads settings for Windows Updates.,Microsoft Corporation,The file is signed and the signature was verified.,RefreshSettings,%systemroot%\system32\usoclient.exe,WN0002EKL,Refresh Settings,true,true,\Microsoft\Windows\UpdateOrchestrator\Refresh Settings
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Performs maintenance for the Data Sharing Service.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\dstokenclean.exe,WN0002EKL,DsSvcCleanup,true,true,\Microsoft\Windows\ApplicationData\DsSvcCleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,EDP Auth Task,,,\Microsoft\Windows\EDP\EDP Auth Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,This task performs time synchronization.,Microsoft Corporation,,,,WN0002EKL,ForceSynchronizeTime,,,\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\WindowsActionDialog.exe,WN0002EKL,WindowsActionDialog,true,true,\Microsoft\Windows\Location\WindowsActionDialog
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,XblGameSave Standby Task,Microsoft,The file is signed and the signature was verified.,standby,%windir%\System32\XblGameSaveTask.exe,WN0002EKL,XblGameSaveTask,true,true,\Microsoft\XblGameSave\XblGameSaveTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,TextServicesFramework monitor task,,,,,WN0002EKL,MsCtfMonitor,,,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,NetworkStateChangeTask,,,\Microsoft\Windows\SettingSync\NetworkStateChangeTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,,,,,,WN0002EKL,StartComponentCleanup,,,\Microsoft\Windows\Servicing\StartComponentCleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,WN0002EKL,UserTask-Roam,,,\Microsoft\Windows\CertificateServicesClient\UserTask-Roam
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,$(@%SystemRoot%\system32\spaceman.exe -3),$(@%SystemRoot%\system32\spaceman.exe -2),The file is signed and the signature was verified.,/Work,%windir%\system32\spaceman.exe,WN0002EKL,SpaceManagerTask,true,true,\Microsoft\Windows\SpacePort\SpaceManagerTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,.NET Framework NGEN v4.0.30319 64 Critical,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Measures a system's performance and capabilities,Microsoft,,,,WN0002EKL,WinSAT,,,\Microsoft\Windows\Maintenance\WinSAT
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,StartInstall,%systemroot%\system32\usoclient.exe,WN0002EKL,Maintenance Install,true,true,\Microsoft\Windows\UpdateOrchestrator\Maintenance Install
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Storage Spaces Settings,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\SpaceAgent.exe,WN0002EKL,SpaceAgentTask,true,true,\Microsoft\Windows\SpacePort\SpaceAgentTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task applies color calibration settings.,Microsoft Corporation,,,,WN0002EKL,Calibration Loader,,,\Microsoft\Windows\WindowsColorSystem\Calibration Loader
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Deletes previous Windows installation files a few days after installation.,,,,,WN0002EKL,SetupCleanupTask,,,\Microsoft\Windows\Setup\SetupCleanupTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Scans fault-tolerant volumes for latent corruptions,Microsoft Corporation,,,,WN0002EKL,Data Integrity Scan,,,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability  stability  and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP  this task does not do anything.,Microsoft Corporation,,,,WN0002EKL,UsbCeip,,,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.,Microsoft Corporation,,,,WN0002EKL,MapsUpdateTask,,,\Microsoft\Windows\Maps\MapsUpdateTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,,,,,,WN0002EKL,StorageSense,,,\Microsoft\Windows\DiskFootprint\StorageSense
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,This task optimizes local storage drives.,Microsoft Corporation,The file is signed and the signature was verified.,-c -h -k -g -$,%windir%\system32\defrag.exe,WN0002EKL,ScheduledDefrag,true,true,\Microsoft\Windows\Defrag\ScheduledDefrag
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,ResumeUpdate,%systemroot%\system32\usoclient.exe,WN0002EKL,Resume On Boot,true,true,\Microsoft\Windows\UpdateOrchestrator\Resume On Boot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Updates timezone information. If this task is stopped  local time may not be accurate for some time zones.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\tzsync.exe,WN0002EKL,SynchronizeTimeZone,true,true,\Microsoft\Windows\Time Zone\SynchronizeTimeZone
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,$(@%SystemRoot%\system32\invagent.dll -702),$(@%SystemRoot%\system32\invagent.dll -701),The file is signed and the signature was verified.,-maintenance,%windir%\system32\compattelrunner.exe,WN0002EKL,ProgramDataUpdater,true,true,\Microsoft\Windows\Application Experience\ProgramDataUpdater
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Scans startup entries and raises notification to the user if there are too many startup entries.,Microsoft Corporation,The file is signed and the signature was verified.,Startupscan.dll SusRunTask,%windir%\system32\rundll32.exe,WN0002EKL,StartupAppTask,true,true,\Microsoft\Windows\Application Experience\StartupAppTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task triggers a system reboot following update installation.,Microsoft Corporation,The file is signed and the signature was verified.,,%systemroot%\system32\MusNotification.exe,WN0002EKL,Reboot,true,true,\Microsoft\Windows\UpdateOrchestrator\Reboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,NTFS Volume Health Scan,Microsoft Corporation,,,,WN0002EKL,ProactiveScan,,,\Microsoft\Windows\Chkdsk\ProactiveScan
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,WN0002EKL,UserTask,,,\Microsoft\Windows\CertificateServicesClient\UserTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Mobile Broadband Account Experience Metadata Parser,Microsoft,The file is signed and the signature was verified.,,%SystemRoot%\System32\MbaeParserTask.exe,WN0002EKL,MNO Metadata Parser,true,true,\Microsoft\Windows\Mobile Broadband Accounts\MNO Metadata Parser
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service at the specified time,Microsoft Corporation,,,,WN0002EKL,SvcRestartTask,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,StartInstall,%systemroot%\system32\usoclient.exe,WN0002EKL,Policy Install,true,true,\Microsoft\Windows\UpdateOrchestrator\Policy Install
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Windows keeps copies of all previously installed device driver packages from Windows Update and other sources  even after installing newer versions of drivers. This task will remove older versions of drivers that are no longer needed. The most current version of each driver package will be kept. This task will also remove state used by devices that have not been detected on this system for a long period of time.,Microsoft Corporation,,,,WN0002EKL,Plug and Play Cleanup,,,\Microsoft\Windows\Plug and Play\Plug and Play Cleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Install language components that match the user's language list.,Microsoft Corporation,,,,WN0002EKL,Installation,,,\Microsoft\Windows\LanguageComponentsInstaller\Installation
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,BackgroundUploadTask,,,\Microsoft\Windows\SettingSync\BackgroundUploadTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task performs steps necessary to configure Enterprise Data Protection.,Microsoft Corporation,,,,WN0002EKL,EDP Policy Manager,,,\Microsoft\Windows\AppID\EDP Policy Manager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Generalize driver state in order to prepare the system to be bootable on any hardware configuration.,Microsoft Corporation,The file is signed and the signature was verified.,6,%SystemRoot%\System32\drvinst.exe,WN0002EKL,Sysprep Generalize Drivers,true,true,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,.NET Framework NGEN v4.0.30319,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for shell components that access system data,Microsoft Corporation,,,,WN0002EKL,CreateObjectTask,,,\Microsoft\Windows\Shell\CreateObjectTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Set UPnPHost service to Auto-Start,Microsoft,,config upnphost start= auto,sc.exe,WN0002EKL,UPnPHostConfig,,,\Microsoft\Windows\UPnP\UPnPHostConfig
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Validates the Windows Recovery Environment.,Microsoft Corporation,,,,WN0002EKL,VerifyWinRE,,,\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task updates the Secure Boot variables.,Microsoft Corporation,,,,WN0002EKL,Secure-Boot-Update,,,\Microsoft\Windows\PI\Secure-Boot-Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This boot task launches the SIH client to finish executing healing actions to fix the system components vital to automatic updating of Windows and Microsoft software installed on the machine.  It is enabled only when the daily SIH client task fails to complete execution of applicable healing actions.  This boot task never goes online and does not evaluate applicability of healing actions.,Microsoft Corporation.,The file is signed and the signature was verified.,/boot,%systemroot%\System32\sihclient.exe,WN0002EKL,sihboot,true,true,\Microsoft\Windows\WindowsUpdate\sihboot
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Detects and mitigates problems in physical memory (RAM).,Microsoft Corporation,,,,WN0002EKL,RunFullMemoryDiagnostic,,,\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,Display,%systemroot%\system32\MusNotification.exe,WN0002EKL,USO_UxBroker_Display,true,true,\Microsoft\Windows\UpdateOrchestrator\USO_UxBroker_Display
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task synchronizes cryptographic policy.,Microsoft Corporation,,,,WN0002EKL,CryptoPolicyTask,,,\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,%windir%\system32\AppxDeploymentClient.dll AppxPreStageCleanupRunTask,%windir%\system32\rundll32.exe,WN0002EKL,Pre-staged app cleanup,true,true,\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.,Microsoft Corporation,,,,WN0002EKL,AD RMS Rights Policy Template Management (Manual),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,WN0002EKL,appuriverifierinstall,true,true,\Microsoft\Windows\ApplicationData\appuriverifierinstall
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,-z,%windir%\system32\disksnapshot.exe,WN0002EKL,Diagnostics,true,true,\Microsoft\Windows\DiskFootprint\Diagnostics
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,ReadyToReboot,%systemroot%\system32\MusNotification.exe,WN0002EKL,USO_UxBroker_ReadyToReboot,true,true,\Microsoft\Windows\UpdateOrchestrator\USO_UxBroker_ReadyToReboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Task that collects data for SmartScreen in Windows,Microsoft Corporation,,,,WN0002EKL,SmartScreenSpecific,,,\Microsoft\Windows\AppID\SmartScreenSpecific
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,WN0002EKL,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Register this computer if the computer is already joined to an Active Directory domain.,,The file is signed and the signature was verified.,,%SystemRoot%\System32\dsregcmd.exe,WN0002EKL,Automatic-Device-Join,true,true,\Microsoft\Windows\Workplace Join\Automatic-Device-Join
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,/d /c %systemroot%\system32\silcollector.cmd publish,%systemroot%\system32\cmd.exe,WN0002EKL,Collection,true,true,\Microsoft\Windows\Software Inventory Logging\Collection
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,The major version number of the operating system.,The file is signed and the signature was verified.,"%systemroot%\system32\pla.dll PlaHost ""Server Manager Performance Monitor"" ""$(Arg0)""",%systemroot%\system32\rundll32.exe,WN0002EKL,Server Manager Performance Monitor,true,true,\Microsoft\Windows\PLA\Server Manager Performance Monitor
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\LocationNotificationWindows.exe,WN0002EKL,Notifications,true,true,\Microsoft\Windows\Location\Notifications
